	logits
ENSMUSG00000100252	-1.8895643
ENSMUSG00000024493	-3.7965124
ENSMUSG00000056267	-2.7827756
ENSMUSG00000004896	-5.7094293
ENSMUSG00000030303	-1.9638923
ENSMUSG00000031529	-3.0233705
ENSMUSG00000021981	-1.8639432
ENSMUSG00000104106	-0.576674
ENSMUSG00000019856	-1.9583343
ENSMUSG00000036371	-2.3077013
ENSMUSG00000045576	-2.8307436
ENSMUSG00000020331	-1.3258042
ENSMUSG00000042742	-2.2545886
ENSMUSG00000112730	-0.0038389973
ENSMUSG00000038351	-2.170402
ENSMUSG00000031447	-2.791099
ENSMUSG00000042208	-2.2440162
ENSMUSG00000031715	-2.623719
ENSMUSG00000029636	-2.5034633
ENSMUSG00000008140	-7.3367357
ENSMUSG00000027751	-3.1894963
ENSMUSG00000025272	-2.268405
ENSMUSG00000020271	-2.2173586
ENSMUSG00000021738	-2.1476176
ENSMUSG00000049119	-1.991718
ENSMUSG00000038070	-2.1210775
ENSMUSG00000047045	-1.1903684
ENSMUSG00000034973	-3.8541024
ENSMUSG00000027304	-2.7600293
ENSMUSG00000049658	-3.014008
ENSMUSG00000000948	-2.7334797
ENSMUSG00000026179	-2.1944544
ENSMUSG00000033382	-3.4172406
ENSMUSG00000084859	-2.3822074
ENSMUSG00000003746	0.22195624
ENSMUSG00000026878	-3.3260045
ENSMUSG00000030086	-2.4439929
ENSMUSG00000062929	-3.351317
ENSMUSG00000029062	-3.891864
ENSMUSG00000041961	-1.5981902
ENSMUSG00000032883	-2.0078566
ENSMUSG00000030779	-6.5896645
ENSMUSG00000035762	-2.3471973
ENSMUSG00000042750	-3.692283
ENSMUSG00000021708	-0.9864863
ENSMUSG00000026361	-3.3006747
ENSMUSG00000040720	-3.0795748
ENSMUSG00000027951	-3.9160514
ENSMUSG00000026620	-2.6000414
ENSMUSG00000086040	-1.3850722
ENSMUSG00000026153	-2.1330473
ENSMUSG00000035382	-3.30086
ENSMUSG00000055817	-2.3461332
ENSMUSG00000066456	-2.696403
ENSMUSG00000040875	-1.4576976
ENSMUSG00000033209	-1.145645
ENSMUSG00000030643	-1.8529338
ENSMUSG00000058672	-2.8631914
ENSMUSG00000026927	-7.2851124
ENSMUSG00000007659	-2.2049465
ENSMUSG00000078427	-2.9964094
ENSMUSG00000036779	-2.2440062
ENSMUSG00000026842	-1.9972838
ENSMUSG00000024241	-2.274297
ENSMUSG00000035051	-2.4085646
ENSMUSG00000033799	-2.7670238
ENSMUSG00000019785	-1.8003896
ENSMUSG00000029608	-1.0700048
ENSMUSG00000020608	-2.1869364
ENSMUSG00000060510	-2.998497
ENSMUSG00000041215	-3.0871897
ENSMUSG00000025203	-2.5261757
ENSMUSG00000032383	-3.7878013
ENSMUSG00000032743	-2.4244072
ENSMUSG00000033943	-2.275611
ENSMUSG00000040913	-2.4046829
ENSMUSG00000053199	-1.7946469
ENSMUSG00000032637	-3.916008
ENSMUSG00000079481	-1.2646778
ENSMUSG00000042682	-3.0985954
ENSMUSG00000017639	-2.673924
ENSMUSG00000116858	-2.66336
ENSMUSG00000109907	0.97273993
ENSMUSG00000026626	-2.7111351
ENSMUSG00000075316	-0.8565594
ENSMUSG00000039210	-3.0668192
ENSMUSG00000035161	-1.9324013
ENSMUSG00000020668	-2.2935684
ENSMUSG00000024012	-3.4895518
ENSMUSG00000039318	-2.9431262
ENSMUSG00000028530	-2.3323455
ENSMUSG00000012117	-2.5847013
ENSMUSG00000028156	-2.4789453
ENSMUSG00000036026	-3.30917
ENSMUSG00000030350	-1.2014688
ENSMUSG00000025762	-1.3998368
ENSMUSG00000040865	-3.34151
ENSMUSG00000071064	-1.9504284
ENSMUSG00000022680	-2.5864687
ENSMUSG00000017778	-2.8440194
ENSMUSG00000038733	-2.8964553
ENSMUSG00000113907	-1.6842875
ENSMUSG00000024759	-2.0989406
ENSMUSG00000020042	-0.80822676
ENSMUSG00000030199	-1.1483456
ENSMUSG00000054814	-2.1807215
ENSMUSG00000030536	-1.9496065
ENSMUSG00000020462	-2.830028
ENSMUSG00000029432	-1.9920795
ENSMUSG00000031214	-2.1168091
ENSMUSG00000085792	-1.3070656
ENSMUSG00000058388	-2.6681278
ENSMUSG00000029920	-3.8293817
ENSMUSG00000021493	-2.95398
ENSMUSG00000040721	-2.418843
ENSMUSG00000030310	-1.6582137
ENSMUSG00000078578	-3.5224237
ENSMUSG00000030616	-1.5342443
ENSMUSG00000024064	0.009526697
ENSMUSG00000008496	-1.3975815
ENSMUSG00000034949	-3.0762908
ENSMUSG00000029632	-2.4813926
ENSMUSG00000030246	-2.7508223
ENSMUSG00000028060	-3.369983
ENSMUSG00000062110	-2.0504656
ENSMUSG00000057335	-3.69049
ENSMUSG00000056966	-1.541232
ENSMUSG00000022885	-1.4834012
ENSMUSG00000038039	-2.5261993
ENSMUSG00000019432	-3.8899453
ENSMUSG00000112925	-1.0852299
ENSMUSG00000018378	-1.9827895
ENSMUSG00000021597	-2.414962
ENSMUSG00000024935	-2.3140192
ENSMUSG00000028954	-3.001964
ENSMUSG00000032870	-3.7407992
ENSMUSG00000030638	-1.4716086
ENSMUSG00000016200	-2.655325
ENSMUSG00000022044	-2.6852467
ENSMUSG00000005625	-6.6428547
ENSMUSG00000031954	-2.1309848
ENSMUSG00000032939	-1.9408392
ENSMUSG00000026812	-3.6064818
ENSMUSG00000025240	-2.7257857
ENSMUSG00000027508	-1.6111585
ENSMUSG00000001323	-2.0429704
ENSMUSG00000030447	-2.50677
ENSMUSG00000069094	-2.203053
ENSMUSG00000056167	-2.7890875
ENSMUSG00000038256	-1.8483402
ENSMUSG00000017421	-6.541841
ENSMUSG00000017686	-3.2483418
ENSMUSG00000036641	-1.4500927
ENSMUSG00000021275	-2.6593962
ENSMUSG00000022788	-2.3176103
ENSMUSG00000039458	-2.6368763
ENSMUSG00000024287	-3.0848873
ENSMUSG00000029103	-2.3423948
ENSMUSG00000041220	-1.9252927
ENSMUSG00000040782	-2.5677218
ENSMUSG00000084960	-0.64623433
ENSMUSG00000063273	-2.846474
ENSMUSG00000038773	-2.599711
ENSMUSG00000068823	-3.1876981
ENSMUSG00000025427	-2.0457106
ENSMUSG00000023079	-1.9394087
ENSMUSG00000036241	-2.372362
ENSMUSG00000049092	-1.2012937
ENSMUSG00000021451	-2.3621893
ENSMUSG00000032097	-3.0723147
ENSMUSG00000027630	-2.2888618
ENSMUSG00000038126	-2.3677785
ENSMUSG00000086433	-2.6875772
ENSMUSG00000041571	-2.6968818
ENSMUSG00000029189	-1.204793
ENSMUSG00000028676	-3.2537134
ENSMUSG00000020790	-2.5341668
ENSMUSG00000020705	-3.203139
ENSMUSG00000039230	-2.2338216
ENSMUSG00000028360	-0.40748838
ENSMUSG00000026553	-4.927591
ENSMUSG00000020375	-1.9659426
ENSMUSG00000038301	-1.9044603
ENSMUSG00000017286	-1.9976109
ENSMUSG00000030201	-2.5066411
ENSMUSG00000041417	-2.3340003
ENSMUSG00000043336	-0.78826565
ENSMUSG00000024074	-0.9558227
ENSMUSG00000038446	-2.3002272
ENSMUSG00000021391	-1.5119287
ENSMUSG00000040325	-2.453735
ENSMUSG00000041225	-2.161652
ENSMUSG00000069565	-7.4348397
ENSMUSG00000021096	-2.4438264
ENSMUSG00000037341	-1.8548436
ENSMUSG00000047368	-2.4524698
ENSMUSG00000021066	-2.674561
ENSMUSG00000037679	-1.5302558
ENSMUSG00000033917	-3.3089828
ENSMUSG00000015002	-1.4828658
ENSMUSG00000038954	-1.902735
ENSMUSG00000040446	-6.2873735
ENSMUSG00000002688	-0.48369533
ENSMUSG00000032002	-6.120901
ENSMUSG00000014956	-2.1898954
ENSMUSG00000047037	-2.319026
ENSMUSG00000026888	-1.6403873
ENSMUSG00000029253	-2.4675608
ENSMUSG00000046753	-2.7558315
ENSMUSG00000040731	-3.7304018
ENSMUSG00000038024	-2.2386966
ENSMUSG00000085181	-1.6379967
ENSMUSG00000040722	-5.5499964
ENSMUSG00000058006	-3.0133562
ENSMUSG00000043411	-3.264802
ENSMUSG00000022548	-2.1144238
ENSMUSG00000031732	-2.1123705
ENSMUSG00000021007	-2.3622837
ENSMUSG00000041921	-1.6528759
ENSMUSG00000043909	-2.7093194
ENSMUSG00000020402	-4.1892104
ENSMUSG00000049680	-2.3485076
ENSMUSG00000027603	-3.4037368
ENSMUSG00000012114	-3.470671
ENSMUSG00000016763	0.27224278
ENSMUSG00000055737	-0.51190394
ENSMUSG00000045302	-4.084092
ENSMUSG00000029723	-2.1593585
ENSMUSG00000032402	-1.061831
ENSMUSG00000024535	-1.9328883
ENSMUSG00000024943	-2.5331256
ENSMUSG00000024213	-7.7001767
ENSMUSG00000032024	-0.8115974
ENSMUSG00000032413	-1.9479431
ENSMUSG00000008348	-2.8419116
ENSMUSG00000047712	-0.46246335
ENSMUSG00000025060	-2.4302409
ENSMUSG00000097282	-1.9314985
ENSMUSG00000044224	-1.8345284
ENSMUSG00000078772	-2.0152252
ENSMUSG00000079353	-0.5555765
ENSMUSG00000022749	-2.8098493
ENSMUSG00000039286	-1.8173119
ENSMUSG00000031393	-2.382566
ENSMUSG00000021911	-3.7797813
ENSMUSG00000057614	-2.141703
ENSMUSG00000038486	-2.9608831
ENSMUSG00000020431	-1.8573134
ENSMUSG00000110281	0.96527
ENSMUSG00000085247	-0.51300913
ENSMUSG00000048720	-1.7382406
ENSMUSG00000028572	-3.0225854
ENSMUSG00000001521	-1.9814194
ENSMUSG00000030226	-0.606666
ENSMUSG00000034940	-3.6452086
ENSMUSG00000045098	-3.0185542
ENSMUSG00000040936	-2.841263
ENSMUSG00000030411	-3.258774
ENSMUSG00000032560	-2.8489015
ENSMUSG00000041765	-2.4177256
ENSMUSG00000025862	-2.6040869
ENSMUSG00000024068	-2.8279006
ENSMUSG00000061887	-1.9832737
ENSMUSG00000039828	-2.4892838
ENSMUSG00000064351	-0.79749197
ENSMUSG00000023845	-2.9904766
ENSMUSG00000025245	-3.4219923
ENSMUSG00000033373	-1.9412951
ENSMUSG00000038271	-3.2964258
ENSMUSG00000028030	-2.8622773
ENSMUSG00000045287	-1.1266932
ENSMUSG00000007880	-2.8655245
ENSMUSG00000022681	-3.7034283
ENSMUSG00000021832	-6.446074
ENSMUSG00000000088	-2.398847
ENSMUSG00000085201	-1.8234957
ENSMUSG00000032437	-2.2076116
ENSMUSG00000039385	-0.4361677
ENSMUSG00000052040	-2.648909
ENSMUSG00000041040	-2.2682204
ENSMUSG00000086612	-1.0529118
ENSMUSG00000042675	-4.175763
ENSMUSG00000024750	-2.5603352
ENSMUSG00000021816	-2.913759
ENSMUSG00000022634	-2.7542443
ENSMUSG00000097820	-2.8647752
ENSMUSG00000031858	-3.2103794
ENSMUSG00000027981	-4.4321613
ENSMUSG00000045624	-2.3318534
ENSMUSG00000038740	-3.5990305
ENSMUSG00000097911	-0.91201705
ENSMUSG00000050310	-2.912962
ENSMUSG00000030374	-3.283712
ENSMUSG00000030122	-2.984897
ENSMUSG00000028782	-3.2173276
ENSMUSG00000030527	-2.8365796
ENSMUSG00000086219	-0.9881279
ENSMUSG00000052155	-1.6510673
ENSMUSG00000037148	-1.2711719
ENSMUSG00000087700	-1.7151657
ENSMUSG00000040455	-2.710592
ENSMUSG00000100130	-2.4075913
ENSMUSG00000066551	-2.0518892
ENSMUSG00000020687	-2.2378335
ENSMUSG00000025138	-6.2739897
ENSMUSG00000008200	-4.043465
ENSMUSG00000079184	-2.0387192
ENSMUSG00000057367	-2.424971
ENSMUSG00000020577	-2.6614149
ENSMUSG00000030982	-2.7235534
ENSMUSG00000037012	-2.403987
ENSMUSG00000060450	-3.1661205
ENSMUSG00000040548	-2.0352798
ENSMUSG00000031532	-3.064079
ENSMUSG00000035696	-2.1341395
ENSMUSG00000034789	-3.83273
ENSMUSG00000000563	-3.3846726
ENSMUSG00000025277	-2.258412
ENSMUSG00000020952	-2.9676704
ENSMUSG00000063430	-1.800398
ENSMUSG00000025428	-6.6308613
ENSMUSG00000036902	-0.83299196
ENSMUSG00000060029	-2.5983083
ENSMUSG00000020048	-3.111609
ENSMUSG00000032998	-2.4950488
ENSMUSG00000026234	-2.8188384
ENSMUSG00000061046	-3.4051294
ENSMUSG00000015149	-2.7840161
ENSMUSG00000025262	-2.93535
ENSMUSG00000039703	-2.551828
ENSMUSG00000053289	-3.5334098
ENSMUSG00000035158	-1.321993
ENSMUSG00000022565	-2.5219612
ENSMUSG00000071172	-3.7388072
ENSMUSG00000037400	-3.323245
ENSMUSG00000019467	-2.2785017
ENSMUSG00000060743	-3.5806868
ENSMUSG00000034342	-2.3608088
ENSMUSG00000026470	-2.9053824
ENSMUSG00000018509	-2.1043239
ENSMUSG00000050079	-2.4967325
ENSMUSG00000085265	-1.0176067
ENSMUSG00000070639	-2.2205312
ENSMUSG00000042628	-2.3531342
ENSMUSG00000039987	-2.0737934
ENSMUSG00000044229	-1.1878494
ENSMUSG00000021662	-1.5409111
ENSMUSG00000028788	-2.6310773
ENSMUSG00000011960	-2.8925073
ENSMUSG00000039753	-3.2271771
ENSMUSG00000010721	-2.1660938
ENSMUSG00000057329	-1.2485734
ENSMUSG00000005501	-2.744367
ENSMUSG00000020463	-3.1539545
ENSMUSG00000000149	-2.5512004
ENSMUSG00000055320	-0.809406
ENSMUSG00000032839	-2.5115614
ENSMUSG00000024383	-3.6287458
ENSMUSG00000025475	-1.5660542
ENSMUSG00000001173	-3.0089548
ENSMUSG00000037957	-2.9947488
ENSMUSG00000021180	-1.4712232
ENSMUSG00000043962	-3.5742586
ENSMUSG00000022637	-1.9656308
ENSMUSG00000023927	-0.75596035
ENSMUSG00000048249	-2.7595463
ENSMUSG00000024120	-3.6477199
ENSMUSG00000038014	-5.6328626
ENSMUSG00000059493	-0.6683934
ENSMUSG00000034681	-3.499081
ENSMUSG00000026289	-3.245235
ENSMUSG00000052748	-2.1902313
ENSMUSG00000033885	-2.7253482
ENSMUSG00000037351	-3.6403093
ENSMUSG00000032042	-2.8165555
ENSMUSG00000024423	-2.6973746
ENSMUSG00000041377	-0.52687
ENSMUSG00000032366	-2.3696702
ENSMUSG00000042726	-2.6464472
ENSMUSG00000038013	-2.5296981
ENSMUSG00000104597	-1.9485879
ENSMUSG00000009894	-2.796261
ENSMUSG00000025393	-5.054608
ENSMUSG00000040761	-3.1952953
ENSMUSG00000078247	-0.96049505
ENSMUSG00000025813	-1.6058518
ENSMUSG00000021209	-1.4604859
ENSMUSG00000006782	-2.9036467
ENSMUSG00000017485	-3.5009494
ENSMUSG00000033965	-1.7999616
ENSMUSG00000021548	-2.9925354
ENSMUSG00000068040	-3.1787207
ENSMUSG00000102252	-0.8299795
ENSMUSG00000013089	-1.5196029
ENSMUSG00000027199	-2.0000093
ENSMUSG00000048285	-1.0131383
ENSMUSG00000061859	-1.6092763
ENSMUSG00000031314	-2.9660468
ENSMUSG00000036879	-1.9345499
ENSMUSG00000040943	-2.6556947
ENSMUSG00000042599	-1.9598949
ENSMUSG00000021796	-2.938135
ENSMUSG00000025898	-1.9615027
ENSMUSG00000071533	-2.8668594
ENSMUSG00000006169	-3.2902682
ENSMUSG00000024805	-1.4588921
ENSMUSG00000042680	-1.5348091
ENSMUSG00000021000	-3.0134902
ENSMUSG00000000794	-1.2365516
ENSMUSG00000031778	-2.7756839
ENSMUSG00000052144	-2.9269638
ENSMUSG00000050530	-2.121647
ENSMUSG00000038347	-1.4784613
ENSMUSG00000022800	-3.157331
ENSMUSG00000039988	-2.2588654
ENSMUSG00000002984	-3.394742
ENSMUSG00000032294	-4.4211216
ENSMUSG00000023809	-1.6657617
ENSMUSG00000112201	-1.5699521
ENSMUSG00000027366	-2.071242
ENSMUSG00000021460	-2.3989694
ENSMUSG00000066057	-1.970251
ENSMUSG00000029389	-3.159177
ENSMUSG00000068739	-3.8346274
ENSMUSG00000028426	-6.013607
ENSMUSG00000024530	-2.579603
ENSMUSG00000059923	-2.5919418
ENSMUSG00000006527	-1.9407712
ENSMUSG00000024085	-1.1218302
ENSMUSG00000058503	-3.2573895
ENSMUSG00000024219	-2.3600276
ENSMUSG00000006575	-3.2763603
ENSMUSG00000020964	-2.8035207
ENSMUSG00000054708	-1.9728613
ENSMUSG00000005656	-2.5795233
ENSMUSG00000032263	-2.251067
ENSMUSG00000024172	-1.6627481
ENSMUSG00000060445	-1.8503709
ENSMUSG00000048170	-3.2010162
ENSMUSG00000041936	-3.6345336
ENSMUSG00000071856	-0.7815718
ENSMUSG00000047879	-3.5819957
ENSMUSG00000031543	-1.6576154
ENSMUSG00000033991	-3.4737923
ENSMUSG00000091061	-0.3062539
ENSMUSG00000033849	-2.66155
ENSMUSG00000097410	-2.0548553
ENSMUSG00000019927	-2.863462
ENSMUSG00000029126	-2.9687283
ENSMUSG00000019951	-2.460807
ENSMUSG00000030317	-1.8399467
ENSMUSG00000027858	-1.5657731
ENSMUSG00000020176	-1.6537333
ENSMUSG00000001642	-2.3958356
ENSMUSG00000028945	-2.8366532
ENSMUSG00000071054	-3.734028
ENSMUSG00000036273	-0.6687728
ENSMUSG00000033106	-1.8507193
ENSMUSG00000039515	-2.615621
ENSMUSG00000019804	-2.6205735
ENSMUSG00000029276	-2.540112
ENSMUSG00000040044	-2.782074
ENSMUSG00000031904	-2.1905398
ENSMUSG00000019210	-3.7712948
ENSMUSG00000025586	-2.1419272
ENSMUSG00000036777	-1.4576168
ENSMUSG00000010803	-1.6437093
ENSMUSG00000015837	-3.2033348
ENSMUSG00000053453	-3.4116502
ENSMUSG00000061410	-3.506533
ENSMUSG00000061175	-1.9039272
ENSMUSG00000023170	-8.426211
ENSMUSG00000010110	-3.6140602
ENSMUSG00000033597	-3.4440167
ENSMUSG00000066406	-1.74015
ENSMUSG00000018379	-3.341135
ENSMUSG00000045589	-2.2649028
ENSMUSG00000063317	-2.3817751
ENSMUSG00000029397	-6.050299
ENSMUSG00000041570	-2.7054856
ENSMUSG00000078676	-4.0775886
ENSMUSG00000020290	-2.1641715
ENSMUSG00000009741	-5.7663693
ENSMUSG00000060166	-2.856831
ENSMUSG00000046707	-2.6268814
ENSMUSG00000022855	-2.5891726
ENSMUSG00000027575	-2.7283888
ENSMUSG00000079557	-2.1800547
ENSMUSG00000086993	-2.2873578
ENSMUSG00000027374	-5.845165
ENSMUSG00000039087	-0.62974244
ENSMUSG00000098097	1.0974219
ENSMUSG00000042167	-3.1562164
ENSMUSG00000033342	-2.1371615
ENSMUSG00000104987	-1.5694054
ENSMUSG00000002455	-3.631808
ENSMUSG00000041836	-1.7541981
ENSMUSG00000037149	-3.7997067
ENSMUSG00000039952	-2.2996702
ENSMUSG00000036202	-2.6316276
ENSMUSG00000002728	-2.8961003
ENSMUSG00000027220	-2.7601438
ENSMUSG00000028385	-2.8570673
ENSMUSG00000027175	-2.4340308
ENSMUSG00000030002	-3.7993078
ENSMUSG00000014856	-3.4522772
ENSMUSG00000020134	-1.5065773
ENSMUSG00000027829	-3.1126046
ENSMUSG00000040054	-2.7020113
ENSMUSG00000026037	-2.803906
ENSMUSG00000035024	-2.48668
ENSMUSG00000005873	-2.7116072
ENSMUSG00000040028	-2.7016692
ENSMUSG00000026259	-2.0686212
ENSMUSG00000033444	-2.8266828
ENSMUSG00000034152	-3.2579153
ENSMUSG00000106967	-2.0269783
ENSMUSG00000020590	-2.4811769
ENSMUSG00000021978	-1.5311776
ENSMUSG00000050711	-1.0950103
ENSMUSG00000028849	-3.397709
ENSMUSG00000017677	-3.03633
ENSMUSG00000047675	-2.476015
ENSMUSG00000025266	-3.5505447
ENSMUSG00000028920	-2.8197975
ENSMUSG00000068882	-3.2232735
ENSMUSG00000045813	-2.9625087
ENSMUSG00000025757	-2.392844
ENSMUSG00000034088	-2.7542694
ENSMUSG00000055109	-0.4262389
ENSMUSG00000000826	-3.3079991
ENSMUSG00000032038	-1.4434351
ENSMUSG00000020623	-0.93405426
ENSMUSG00000023952	-3.3310351
ENSMUSG00000024077	-2.666728
ENSMUSG00000033237	-2.7396739
ENSMUSG00000104585	-1.3593934
ENSMUSG00000096768	-1.2296232
ENSMUSG00000006675	-2.0448544
ENSMUSG00000079710	-3.1698036
ENSMUSG00000026159	-3.0120149
ENSMUSG00000024122	-2.5699444
ENSMUSG00000026463	-0.8742215
ENSMUSG00000007207	-2.0104666
ENSMUSG00000058799	-2.7057033
ENSMUSG00000027248	-2.5116124
ENSMUSG00000023011	-3.728457
ENSMUSG00000007670	-7.007858
ENSMUSG00000006373	-2.9899876
ENSMUSG00000023169	-2.2895827
ENSMUSG00000024095	-2.0239556
ENSMUSG00000016933	-2.9824543
ENSMUSG00000001909	-3.7891781
ENSMUSG00000018481	-3.0495083
ENSMUSG00000102540	-1.8103377
ENSMUSG00000021546	-3.7761683
ENSMUSG00000029475	-2.240575
ENSMUSG00000019873	-1.6880956
ENSMUSG00000018800	-2.2006223
ENSMUSG00000022180	-1.7394066
ENSMUSG00000062866	-0.8723068
ENSMUSG00000020349	-3.8230307
ENSMUSG00000035891	-1.9699293
ENSMUSG00000026977	-3.4203293
ENSMUSG00000043079	-2.2611806
ENSMUSG00000006930	-1.4039472
ENSMUSG00000023034	-1.0895737
ENSMUSG00000066571	-2.6273274
ENSMUSG00000038914	-3.0147316
ENSMUSG00000021218	-3.85101
ENSMUSG00000091337	-2.9812334
ENSMUSG00000022498	-2.738728
ENSMUSG00000060002	-1.9064882
ENSMUSG00000056367	-2.8691556
ENSMUSG00000018334	-1.9337903
ENSMUSG00000036644	-2.6732762
ENSMUSG00000019820	-0.90129787
ENSMUSG00000058690	-2.2527304
ENSMUSG00000020385	-3.8422177
ENSMUSG00000020841	-2.6416824
ENSMUSG00000115463	-2.1564274
ENSMUSG00000034858	-1.315464
ENSMUSG00000030822	-2.0379617
ENSMUSG00000056820	-1.783359
ENSMUSG00000021948	-0.529609
ENSMUSG00000034157	-2.7538486
ENSMUSG00000033629	-3.0310485
ENSMUSG00000007097	-1.0006677
ENSMUSG00000021495	-3.6975894
ENSMUSG00000041763	-2.6800125
ENSMUSG00000084957	-2.4621682
ENSMUSG00000087301	-1.183129
ENSMUSG00000028664	-1.4305229
ENSMUSG00000017491	-0.65892047
ENSMUSG00000069806	-2.6240728
ENSMUSG00000028613	-2.4563866
ENSMUSG00000027254	-2.401682
ENSMUSG00000002055	-1.8254162
ENSMUSG00000033948	-1.3075699
ENSMUSG00000032172	-1.3858176
ENSMUSG00000040040	-2.2292233
ENSMUSG00000022533	-2.7503424
ENSMUSG00000057265	-2.6613107
ENSMUSG00000038127	-2.5251143
ENSMUSG00000010492	-6.894403
ENSMUSG00000026447	-2.1546035
ENSMUSG00000020696	-1.8916099
ENSMUSG00000013662	-2.918788
ENSMUSG00000026883	-3.2975693
ENSMUSG00000097213	-2.452151
ENSMUSG00000017548	-2.9090123
ENSMUSG00000027881	-3.3476312
ENSMUSG00000093674	-2.863424
ENSMUSG00000036990	-2.7988806
ENSMUSG00000035949	-3.4933758
ENSMUSG00000054737	-2.3018365
ENSMUSG00000021615	-1.3871346
ENSMUSG00000032612	-2.5941596
ENSMUSG00000040260	-8.658054
ENSMUSG00000003273	-6.5693984
ENSMUSG00000039485	-3.6149945
ENSMUSG00000022837	-2.258561
ENSMUSG00000026858	-3.5062973
ENSMUSG00000040389	-2.5892887
ENSMUSG00000061589	-3.459042
ENSMUSG00000021892	-2.5308049
ENSMUSG00000040648	-3.7589982
ENSMUSG00000047767	-2.8519328
ENSMUSG00000028639	-3.9690566
ENSMUSG00000027011	-2.5294359
ENSMUSG00000037514	-2.6013331
ENSMUSG00000059149	-2.615291
ENSMUSG00000004267	-8.771374
ENSMUSG00000028163	-1.8792367
ENSMUSG00000061244	-2.7787561
ENSMUSG00000005698	-2.2590346
ENSMUSG00000021497	-2.8362427
ENSMUSG00000024491	-2.5182931
ENSMUSG00000030861	-2.719791
ENSMUSG00000025584	-1.6683561
ENSMUSG00000024384	-2.531914
ENSMUSG00000024317	-1.9509174
ENSMUSG00000063531	0.15412958
ENSMUSG00000097101	-1.1272138
ENSMUSG00000061950	-3.5631943
ENSMUSG00000050064	-1.5631238
ENSMUSG00000015961	-3.6852674
ENSMUSG00000020255	-2.2304654
ENSMUSG00000057637	-3.2247274
ENSMUSG00000057894	-4.015009
ENSMUSG00000114704	-0.7651319
ENSMUSG00000037519	-2.3382933
ENSMUSG00000032174	-2.9638753
ENSMUSG00000014329	-1.0173299
ENSMUSG00000020311	-3.302242
ENSMUSG00000016493	-2.0354197
ENSMUSG00000038594	-2.364157
ENSMUSG00000022771	-7.438944
ENSMUSG00000021819	-3.8435078
ENSMUSG00000051344	-2.994232
ENSMUSG00000020451	-2.1143663
ENSMUSG00000035513	-0.85620177
ENSMUSG00000029270	-2.6163445
ENSMUSG00000006711	-1.8729906
ENSMUSG00000016831	-3.2742095
ENSMUSG00000027942	-2.8299544
ENSMUSG00000102368	-0.97955763
ENSMUSG00000025221	-1.5426344
ENSMUSG00000026754	-3.181632
ENSMUSG00000001062	-2.990312
ENSMUSG00000022763	-1.6157367
ENSMUSG00000026341	-5.724915
ENSMUSG00000058145	-0.9704564
ENSMUSG00000042590	-3.125578
ENSMUSG00000025228	-2.4126942
ENSMUSG00000038034	-3.365017
ENSMUSG00000037259	-2.4484367
ENSMUSG00000066129	-1.840027
ENSMUSG00000025867	-1.8306746
ENSMUSG00000071708	-2.1438475
ENSMUSG00000030729	-2.1024
ENSMUSG00000085745	-2.065504
ENSMUSG00000041415	-2.912361
ENSMUSG00000085449	-1.1767386
ENSMUSG00000037503	-2.7174363
ENSMUSG00000097887	-1.8367429
ENSMUSG00000028403	-3.3008192
ENSMUSG00000028549	-1.6453179
ENSMUSG00000031465	-1.382289
ENSMUSG00000025429	-1.0648203
ENSMUSG00000060716	-7.8387322
ENSMUSG00000045071	-1.9437537
ENSMUSG00000048960	-0.7041002
ENSMUSG00000042851	-2.2912152
ENSMUSG00000031355	-0.06757372
ENSMUSG00000020571	-3.6973798
ENSMUSG00000022490	-2.2073505
ENSMUSG00000018697	-2.5266552
ENSMUSG00000028886	-2.6441329
ENSMUSG00000015697	-2.7647247
ENSMUSG00000047141	-2.0910854
ENSMUSG00000028410	-4.0555887
ENSMUSG00000035376	-2.5384393
ENSMUSG00000026944	-7.7410407
ENSMUSG00000024789	-2.0681765
ENSMUSG00000034724	-2.6325123
ENSMUSG00000001120	-2.407022
ENSMUSG00000037364	-3.5584502
ENSMUSG00000018765	-3.718355
ENSMUSG00000021794	-2.758595
ENSMUSG00000024201	-3.0382805
ENSMUSG00000049184	-3.14614
ENSMUSG00000032060	-1.7466799
ENSMUSG00000027834	-0.59212965
ENSMUSG00000020440	-8.100106
ENSMUSG00000025477	-2.950472
ENSMUSG00000037902	-3.001979
ENSMUSG00000051853	-2.4999888
ENSMUSG00000035620	-2.6276712
ENSMUSG00000012126	-1.6110538
ENSMUSG00000042790	-2.9459715
ENSMUSG00000042272	-2.4112465
ENSMUSG00000003534	-2.1805727
ENSMUSG00000094483	-2.9512212
ENSMUSG00000053799	-2.2889495
ENSMUSG00000028136	-3.0068517
ENSMUSG00000040797	-1.6633103
ENSMUSG00000022781	-2.5917854
ENSMUSG00000000568	-4.2932477
ENSMUSG00000028328	-1.7153351
ENSMUSG00000032307	-2.31965
ENSMUSG00000007783	-7.6556287
ENSMUSG00000039686	-4.256478
ENSMUSG00000034868	-3.6413538
ENSMUSG00000032705	-2.9072511
ENSMUSG00000055214	0.54024726
ENSMUSG00000014763	-2.5969212
ENSMUSG00000034653	-2.7428734
ENSMUSG00000090112	-2.8833048
ENSMUSG00000025025	-1.8252488
ENSMUSG00000049744	-0.97319776
ENSMUSG00000021217	-1.1903372
ENSMUSG00000030421	-2.392975
ENSMUSG00000027678	-2.3591003
ENSMUSG00000025255	-0.8085655
