,Astro_3,Ext_L25,Ext_L6,Oligo_2,Ext_Hpc_1,Inh_Meis2_4,Nb_2,Ext_L23,Inh_Pvalb,Inh_Vip,Ext_L5_1,Inh_4,Ext_Thal_1,Inh_Meis2_3,Ext_Hpc_2,Inh_6,Inh_3,OPC_1,Micro,Ext_Pir,Astro_0,Unk_1,Ext_Hpc_3,Ext_Amy_2,Inh_Lamp5,Inh_2,Ext_Unk_3,Ext_Hpc_4,Ext_L6B,Astro_2,LowQ_2,Ext_Thal_2,Inh_Sst,Ext_Amy_1,Inh_1,Ext_L5_2,Ext_L56,Inh_5,Ext_ClauPyr,Oligo_1,Astro_4,Astro_1,Inh_Meis2_2,Nb_1,Inh_Meis2_1,OPC_2
Spotx1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19627.0,0.0,0.0,6152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1462,0.0,0.0,0.0,0.0,0.0,32866.0,0.0,12678.0,0.0,0.0,0.0,0.0,0.0,27472.0,0.0,0.0,0.0,0.0,0.0,0.0,2681.0,0.0,0.0,0.0,0.0,0.0,30702.0,0.0,0.0,0.0,0.0,6305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3422.0,0.0
Spotx1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15566.0,0.0,0.0,8966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20374.0,0.0,27184.0,0.0,0.0,0.0,0.0,0.0,0.0,4205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37675.0,0.0,0.0,0.0,7722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6937.0,0.0,0.0,0.0,0.0,41014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4873.0,0.0,13499.0,0.0,15652.0,0.0,0.0,11423.0,0.0,0.0,0.0,5446.0,0.0,0.0,0.0,20458.0,0.0,0.0,0.0,0.0,0.0,3705.0,0.0
Spotx1466,0.0,18314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3460.0,0.0,0.0,7067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17764.0,22824.0,0.0,0.0,2646.0,10399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2964.0,0.0
Spotx1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20251.0,0.0,0.0,0.0,0.0,0.0,14410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8420.0,0.0,0.0,10640.0,0.0,0.0,5708.0,22352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1468,0.0,0.0,0.0,0.0,0.0,7960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23057.0,0.0,0.0,3927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4763.0,0.0,0.0,0.0,0.0,11576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4101.0,0.0,0.0,0.0,0.0,13919.0,0.0,0.0,2467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.0,0.0,0.0,0.0,3122.0,0.0
Spotx1470,5359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760.0,0.0,0.0,0.0,0.0,17709.0,0.0,0.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4562.0,0.0
Spotx1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39996.0,0.0,0.0,5872.0,16859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16292.0,0.0,0.0,2532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5298.0,0.0,0.0,0.0,6595.0,0.0
Spotx1473,0.0,36625.0,0.0,0.0,0.0,0.0,0.0,0.0,29822.0,0.0,0.0,0.0,0.0,15744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38673.0,0.0,0.0,0.0,0.0,0.0,0.0,39468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1474,0.0,0.0,0.0,0.0,0.0,9125.0,0.0,0.0,0.0,0.0,41834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3139.0
Spotx1475,2174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8374.0,0.0,0.0,0.0,0.0,5522.0,0.0,0.0,0.0,10966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7285.0,0.0,1716.0,0.0,0.0,0.0,7725.0,0.0
Spotx1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5393.0,0.0,0.0,0.0,0.0,16999.0,0.0,0.0,0.0,10678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45686.0,0.0,0.0,8876.0,0.0,0.0,0.0,0.0,6574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5634.0,0.0,0.0,0.0,0.0,21022.0,0.0,0.0,0.0,0.0,3474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10967.0,0.0,0.0,0.0,0.0
Spotx1478,4966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9769.0,0.0,0.0,0.0,0.0,8800.0,0.0,0.0,0.0,4678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22340.0,0.0,5354.0,0.0,19970.0,7502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1479,0.0,0.0,0.0,0.0,0.0,7488.0,0.0,0.0,16787.0,0.0,0.0,0.0,0.0,20715.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.0,0.0,0.0,0.0,0.0,0.0,32099.0,0.0,58182.0,0.0,21272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3598.0,0.0
Spotx1480,0.0,0.0,0.0,0.0,0.0,6264.0,0.0,0.0,20183.0,0.0,0.0,0.0,9135.0,27636.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,24898.0,0.0,0.0,0.0,0.0,0.0,0.0,13877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6751.0,0.0,0.0,0.0,0.0,13798.0,0.0,0.0,3800.0,4061.0,0.0,0.0,0.0,9734.0,0.0,0.0,0.0,5816.0,15482.0,0.0,0.0,9466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5013.0,0.0,0.0,3869.0,0.0
Spotx1482,0.0,0.0,6469.0,0.0,0.0,0.0,0.0,0.0,16661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6680.0,0.0
Spotx1483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2898.0,0.0,0.0,0.0,0.0,12081.0,0.0,0.0,16869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1484,0.0,7520.0,0.0,0.0,0.0,7718.0,0.0,0.0,3564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7678.0,0.0,0.0,0.0,0.0,31396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89106.0,0.0,0.0,13491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65642.0,0.0,0.0,5898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885.0,0.0,0.0,0.0,0.0,0.0
Spotx1486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21001.0,8657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38207.0,0.0,0.0,0.0,0.0,9762.0,0.0,0.0,0.0,0.0,0.0,13342.0,0.0,0.0,0.0,0.0,0.0,0.0,7186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4032.0,0.0
Spotx1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6102.0,0.0,0.0,0.0,0.0,10875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,0.0,0.0,0.0,3082.0,0.0
Spotx1489,0.0,0.0,8389.0,0.0,0.0,0.0,0.0,13009.0,18698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7186.0,0.0,0.0,7044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3879.0
Spotx1490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11254.0,5049.0,0.0,30652.0,0.0,0.0,23390.0,28351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19750.0,0.0,0.0,5068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5079.0,0.0,0.0,0.0,0.0,0.0
Spotx1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15181.0,0.0,0.0,0.0,0.0,8725.0,0.0,0.0,0.0,16138.0,0.0,0.0,1844.0,0.0,0.0,0.0,0.0,0.0,23723.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915.0
Spotx1492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12024.0,0.0,0.0,0.0,0.0,18163.0,0.0,13304.0,0.0,0.0,0.0,0.0,2342.0,0.0,0.0,0.0,0.0,0.0,29754.0,0.0,0.0,3089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7989.0,0.0,602.0,0.0,0.0,0.0,4170.0,0.0
Spotx1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13389.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0,0.0,0.0,0.0,0.0,0.0,9686.0,0.0,0.0,2790.0,0.0,0.0,0.0,10509.0,3510.0,0.0,0.0,0.0,0.0,0.0,1307.0,0.0,0.0,0.0,2893.0,0.0
Spotx1494,0.0,0.0,0.0,0.0,11595.0,0.0,0.0,0.0,12304.0,0.0,0.0,0.0,0.0,10136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3532.0,0.0,0.0,0.0,0.0,18315.0,0.0,0.0,2722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20532.0,0.0,0.0,0.0,0.0,29164.0,24059.0,0.0,0.0,7601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3461.0,0.0,0.0,0.0,0.0,0.0
Spotx1496,0.0,0.0,0.0,0.0,8482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25583.0,0.0,5808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15337.0,0.0,0.0,0.0,0.0,0.0,0.0,5459.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.0,0.0,0.0,0.0,0.0,0.0
Spotx1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15218.0,0.0,3342.0,0.0,0.0,0.0,0.0,1720.0,0.0,0.0,0.0,0.0,0.0,14021.0,0.0,0.0,0.0,0.0,0.0,0.0,35102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21097.0,0.0,0.0,0.0,0.0,8843.0,0.0,0.0,33330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5932.0,0.0,0.0,1459.0,0.0,0.0,0.0,3625.0,0.0
Spotx1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12804.0,0.0,0.0,0.0,0.0,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18372.0,0.0,0.0,0.0,0.0,16962.0,0.0,0.0,0.0,8943.0,0.0,0.0,1749.0,0.0,0.0,0.0,0.0,0.0,32336.0,0.0,0.0,2252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6274.0,0.0,0.0,0.0,0.0,21137.0,0.0,0.0,0.0,5229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27976.0,0.0,0.0,3231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.0,7801.0,0.0,0.0,0.0,0.0
Spotx1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4790.0,0.0,0.0,2173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908.0,0.0,0.0,0.0,3445.0,0.0
Spotx1503,0.0,0.0,0.0,0.0,6913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29988.0,0.0,0.0,0.0,0.0,6213.0,0.0,0.0,12165.0,0.0,0.0,0.0,0.0,0.0,3819.0,0.0,0.0,0.0,0.0,0.0
Spotx1504,0.0,0.0,0.0,0.0,20187.0,0.0,0.0,0.0,7313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4082.0,0.0,0.0,0.0,0.0,0.0,24111.0,0.0,0.0,2661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885.0,0.0,0.0,0.0,5327.0,0.0
Spotx1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12653.0,0.0,0.0,7091.0,8294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3711.0,0.0,0.0,0.0,0.0,0.0
Spotx1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,0.0,0.0,0.0,0.0,0.0,18204.0,0.0,60839.0,2532.0,0.0,0.0,0.0,0.0,3642.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.0,0.0,0.0,0.0,0.0
Spotx1507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7361.0,0.0,0.0,10946.0,0.0,0.0,0.0,0.0,4604.0,0.0,0.0,0.0,0.0,0.0,2964.0,0.0,0.0,0.0,0.0,0.0
Spotx1508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10657.0,0.0,0.0,0.0,0.0,8732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30872.0,0.0,0.0,3692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8102.0,33661.0,0.0,0.0,2371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5280.0,0.0,0.0,0.0,0.0,0.0
Spotx1510,0.0,0.0,0.0,0.0,0.0,0.0,3451.0,0.0,7313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.0,0.0,0.0,0.0,0.0,0.0,39183.0,0.0,0.0,8175.0,17410.0,0.0,0.0,0.0,4464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3365.0
Spotx1511,0.0,13780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20494.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,0.0,0.0,0.0,0.0,0.0,20356.0,0.0,16645.0,0.0,0.0,0.0,0.0,0.0,9449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9075.0,4005.0,0.0,0.0,0.0,2108.0,0.0,0.0,0.0,0.0,0.0,52330.0,0.0,0.0,14350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6199.0,0.0,0.0,0.0,0.0
Spotx1513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33160.0,0.0,0.0,6113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8107.0,0.0,0.0,0.0,0.0
Spotx1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11100.0,0.0,0.0,0.0,0.0,0.0,0.0,7429.0,0.0,0.0,0.0,5348.0,0.0,0.0,3424.0,0.0,0.0,0.0,2831.0,0.0
Spotx1515,0.0,0.0,7981.0,0.0,0.0,0.0,0.0,0.0,8427.0,0.0,58188.0,0.0,0.0,0.0,0.0,0.0,0.0,12971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18880.0,0.0,28620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,0.0
Spotx1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14690.0,0.0,0.0,0.0,0.0,9735.0,0.0,0.0,0.0,0.0,0.0,0.0,2385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.0,0.0,0.0,0.0,0.0,0.0
Spotx1517,0.0,22530.0,0.0,0.0,0.0,0.0,0.0,0.0,5503.0,0.0,0.0,0.0,0.0,18573.0,0.0,0.0,7629.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,36097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,4479.0,0.0
Spotx1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13242.0,14559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,0.0,0.0,23669.0,0.0,0.0,2958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4354.0,0.0,0.0,0.0,0.0,17628.0,0.0,0.0,11660.0,0.0,0.0,0.0,17288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10503.0,0.0,0.0,0.0,0.0
Spotx1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4464.0,0.0,0.0,0.0,0.0,42086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,0.0,0.0,0.0,0.0,0.0
Spotx1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5254.0,0.0,43681.0,0.0,0.0,29572.0,0.0,0.0,0.0,6417.0,0.0,0.0,2306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547.0,0.0,0.0,0.0,0.0,0.0,2562.0,0.0,0.0,0.0,0.0,0.0
Spotx1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9188.0,0.0,0.0,50566.0,5421.0,0.0,9095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15922.0,19317.0,0.0,0.0,0.0,0.0,25575.0,0.0,12346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7140.0,20519.0,0.0,0.0,3066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.0,0.0,0.0,0.0,3982.0,0.0
Spotx1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7593.0,0.0,0.0,0.0,0.0,0.0,37323.0,0.0,0.0,0.0,0.0,0.0,2229.0,0.0,0.0,0.0,0.0,0.0,11276.0,0.0,0.0,8205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13376.0,0.0,0.0,15366.0,8698.0,0.0,0.0,1665.0,0.0,0.0,0.0,0.0,0.0,20954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4422.0
Spotx1526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9058.0,0.0,0.0,0.0,0.0,20035.0,0.0,0.0,0.0,0.0,2942.0,0.0,0.0,5902.0,0.0,0.0,0.0,0.0,15026.0,0.0,0.0,2538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15993.0,0.0,0.0,0.0,0.0,0.0,0.0,8827.0,0.0
Spotx1527,0.0,0.0,0.0,0.0,0.0,0.0,2832.0,0.0,0.0,0.0,0.0,0.0,0.0,19417.0,0.0,0.0,0.0,0.0,0.0,0.0,1843.0,4712.0,0.0,0.0,0.0,0.0,28477.0,0.0,0.0,2910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1528,0.0,5815.0,0.0,0.0,0.0,0.0,0.0,0.0,5663.0,0.0,0.0,9956.0,0.0,4073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1529,0.0,0.0,0.0,0.0,0.0,11687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8042.0,0.0,0.0,6043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3253.0,0.0,0.0,0.0,0.0,0.0
