,Oligo_2,Ext_Hpc_1,Inh_Meis2_4,Ext_Unk_3,OPC_1,Inh_4,Inh_1,Inh_Vip,Ext_Thal_1,LowQ_2,Micro,Inh_Meis2_3,Inh_Pvalb,Ext_Pir,Inh_3,Astro_0,OPC_2,Inh_Meis2_2,Ext_L5_2,Unk_1,Ext_Hpc_3,Astro_2,Inh_Meis2_1,Ext_Hpc_2,Ext_Amy_2,Astro_3,Oligo_1,Ext_L23,Inh_Lamp5,Ext_L5_1,Inh_2,Ext_L56,Astro_1,Inh_6,Inh_Sst,Ext_L25,Ext_Amy_1,Nb_2,Ext_ClauPyr,Ext_Hpc_4,Inh_5,Ext_L6B,Ext_Thal_2,Nb_1,Ext_L6,Astro_4
Spotx1567,0.0,0.0,0.0,0.0,0.0,12622.0,0.0,1732.0,0.0,0.0,1426.0,0.0,0.0,0.0,0.0,2161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9392.0,0.0,0.0,0.0,1236.0,34151.0,0.0,0.0,0.0,0.0,2135.0,0.0,6443.0
Spotx1568,0.0,0.0,0.0,20139.0,0.0,0.0,0.0,0.0,0.0,3828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27574.0,0.0,3076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,0.0,0.0,0.0,0.0,7617.0,0.0,0.0
Spotx1570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19983.0,0.0,0.0,0.0,16539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16753.0,0.0,0.0,0.0,1217.0,14698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1572,0.0,0.0,0.0,4823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2732.0,0.0,0.0
Spotx1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2586.0,0.0,0.0
Spotx1574,0.0,18715.0,0.0,5340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.0,0.0,37849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20394.0,0.0,0.0,0.0,0.0,0.0,0.0,4029.0,0.0,0.0,38763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5213.0,0.0,4341.0,0.0,0.0,0.0,1802.0,0.0,0.0
Spotx1576,0.0,0.0,0.0,5886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25318.0,2961.0,0.0,0.0
Spotx1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14477.0,0.0,4283.0,0.0,0.0,0.0,0.0,12498.0,1856.0,0.0,0.0
Spotx1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13929.0,0.0,0.0,0.0,0.0,6873.0,0.0,0.0,0.0,0.0,0.0,0.0,8151.0,0.0,6410.0,0.0,0.0,0.0,0.0,0.0,0.0,2958.0,0.0,0.0,0.0,1553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9335.0,0.0,0.0,11457.0,0.0,0.0,0.0,4870.0,15620.0,0.0,0.0,0.0,16069.0,0.0,0.0,0.0
Spotx1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4829.0,11293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32534.0,0.0,0.0,0.0,0.0,0.0,45805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.0,0.0,0.0,0.0,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1581,0.0,0.0,0.0,13681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1460.0,0.0,0.0
Spotx1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9837.0,0.0,0.0,0.0,5646.0,0.0,0.0,0.0,0.0,0.0,27875.0,0.0,0.0,0.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33226.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0
Spotx1583,1692.0,0.0,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11463.0,0.0,1776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11024.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2161.0,0.0,5027.0,26982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23817.0,0.0,0.0,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5302.0,0.0,0.0,0.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1586,0.0,0.0,8092.0,0.0,0.0,0.0,0.0,13652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20222.0,27918.0,0.0,0.0,0.0,0.0,37093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4561.0
Spotx1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2801.0,0.0,0.0,0.0,0.0,0.0,0.0,12867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2951.0,0.0,0.0,0.0,0.0,0.0,2054.0,0.0,0.0
Spotx1589,3687.0,5713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2621.0,0.0,0.0,0.0,0.0,0.0,0.0,9063.0,0.0,0.0,0.0,1285.0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0
Spotx1590,0.0,0.0,0.0,0.0,0.0,7486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4068.0,0.0,0.0,6681.0,21937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,0.0,10364.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1591,0.0,0.0,0.0,11832.0,0.0,12871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35107.0,0.0,0.0,7883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,0.0,0.0
Spotx1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11683.0,9490.0,0.0,0.0,22595.0,0.0,0.0,0.0,4470.0,2211.0,16973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22063.0,0.0,0.0,0.0,0.0,0.0,84433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1594,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,7111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.0,0.0,0.0,0.0,0.0,0.0,2425.0,0.0,0.0
Spotx1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4822.0,0.0,0.0,0.0,0.0,14003.0,0.0,3022.0,0.0,0.0,0.0,7389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32462.0,0.0,1584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.0,0.0,0.0,0.0,6387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1598,0.0,0.0,0.0,29039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5176.0,0.0,0.0,0.0,4099.0,0.0,0.0,0.0,0.0,0.0,0.0,13072.0,0.0
Spotx1599,0.0,7158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2396.0,0.0,12795.0,0.0,0.0,0.0,0.0,15297.0,18774.0,1365.0,0.0,0.0,0.0,9831.0,0.0,0.0,7163.0,0.0,0.0,0.0,0.0,0.0,3898.0,4581.0,0.0,0.0,0.0,1842.0,0.0,0.0,0.0,0.0,0.0,2096.0,0.0,0.0
Spotx1600,0.0,0.0,0.0,18475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9282.0,0.0,0.0,0.0,5804.0,0.0,0.0
Spotx1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42506.0,0.0,0.0,3645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6309.0,0.0,0.0,3896.0,0.0,0.0,0.0,3376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.0,0.0,0.0,0.0,8221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12062.0,0.0,0.0,0.0,0.0,0.0,0.0,14946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319.0,0.0,0.0
Spotx1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12874.0,0.0,0.0,36070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1605,0.0,0.0,0.0,8461.0,0.0,0.0,0.0,0.0,0.0,9015.0,0.0,0.0,21158.0,0.0,0.0,0.0,0.0,21758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5859.0,0.0,0.0,14546.0,0.0,0.0,0.0,0.0,0.0,0.0,3409.0,0.0,0.0
Spotx1606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.0,0.0,0.0,0.0,6563.0,0.0,0.0,0.0,0.0,0.0,6140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2188.0,0.0,0.0,5875.0,0.0,0.0,0.0,0.0,1100.0
Spotx1608,0.0,0.0,0.0,0.0,2177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4405.0,0.0,0.0,0.0,15075.0,0.0,0.0,0.0,0.0,0.0,5938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1610,0.0,0.0,0.0,9071.0,0.0,0.0,0.0,12847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,8657.0,0.0,0.0,0.0
Spotx1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9651.0,0.0,0.0,0.0,1402.0,0.0,0.0,0.0,28852.0,0.0,0.0,0.0,0.0
Spotx1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1613,10065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15133.0,0.0,0.0,0.0,2366.0,0.0,40662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5544.0,7914.0,0.0,0.0,0.0
Spotx1614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10950.0,18030.0,0.0,0.0,2584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1615,0.0,7762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13242.0,0.0,0.0,0.0,0.0,17048.0,0.0,0.0,0.0,0.0,30155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4969.0,0.0,0.0,0.0,1938.0,0.0,0.0,0.0,0.0,6830.0,3751.0,0.0,0.0
Spotx1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12699.0,0.0,0.0,0.0,7782.0,0.0,0.0,0.0
Spotx1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833.0,0.0,0.0,0.0,11988.0,0.0,0.0,0.0,0.0,0.0,24317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31577.0,0.0,0.0,5335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4274.0,0.0,0.0
Spotx1623,0.0,0.0,0.0,4823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11012.0,42690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1879.0,0.0,19842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1625,2342.0,0.0,0.0,0.0,0.0,0.0,0.0,4591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18885.0,0.0,0.0,1659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1626,0.0,11417.0,5592.0,0.0,0.0,0.0,0.0,0.0,14121.0,0.0,0.0,22564.0,0.0,0.0,0.0,0.0,0.0,18099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.0,0.0,0.0
Spotx1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6589.0,16202.0,0.0,0.0,0.0,0.0,2413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21836.0,0.0,0.0,0.0,0.0,31886.0,0.0,5326.0,0.0,2698.0,0.0,28864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17858.0,0.0,3155.0,0.0,0.0,0.0,25689.0,0.0,0.0,5590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13469.0,0.0,0.0,1726.0,0.0,0.0
Spotx1630,0.0,13912.0,0.0,0.0,4851.0,0.0,0.0,3465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18838.0,0.0,0.0,0.0,0.0,0.0,29443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41514.0,0.0,2590.0,15794.0,3133.0,0.0,0.0,0.0,2386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4557.0,20410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39302.0,0.0,2248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4503.0,0.0,0.0,0.0,0.0,9297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16080.0,0.0,2563.0,0.0,0.0,0.0,0.0,0.0,0.0,6701.0,0.0,0.0,0.0,0.0,0.0,0.0,4281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221.0
Spotx1634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.0,0.0,0.0
Spotx1635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16081.0,0.0,0.0,0.0,2211.0,9990.0,11125.0,1933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
